Sr.No,Ticket Ref ID,Category,Sub Category,Description,Created Date,Updated Date,Status,Remark
6456,TKT-006456,General Inquiry,Service Query,Request for service query support and guidance,2025-02-18 00:00:00,2025-09-10 00:00:00,Raised,In progress
6457,TKT-006457,Performance,Timeout,System error related to timeout component,2024-04-08 00:00:00,2024-04-22 00:00:00,Processing,Escalated to technical team
6458,TKT-006458,Account Issue,Access Rights,Issue with access rights requiring immediate attention,2024-03-12 00:00:00,2025-04-29 00:00:00,Raised,In progress
6459,TKT-006459,Payment Issue,Transaction Failed,System error related to transaction failed component,2024-03-04 00:00:00,2024-10-21 00:00:00,Resolved,Additional information required
6460,TKT-006460,Integration,Data Sync,Unable to access data sync features properly,2024-04-18 00:00:00,2025-03-09 00:00:00,Processing,Closed as per customer request
6461,TKT-006461,Security,Compliance,Issue with compliance requiring immediate attention,2025-03-22 00:00:00,2025-07-05 00:00:00,Raised,Closed as per customer request
6462,TKT-006462,Account Issue,Access Rights,Customer reported problem with access rights functionality,2025-01-30 00:00:00,2025-09-06 00:00:00,Processing,Escalated to technical team
6463,TKT-006463,Account Issue,Password Reset,System error related to password reset component,2025-06-09 00:00:00,2025-08-10 00:00:00,Raised,Escalated to technical team
6464,TKT-006464,Technical Support,Software,Customer reported problem with software functionality,2024-11-30 00:00:00,2025-04-20 00:00:00,Resolved,In progress
6465,TKT-006465,Performance,Slow Response,System error related to slow response component,2024-10-01 00:00:00,2024-10-10 00:00:00,Rejected,Invalid request
6466,TKT-006466,Security,Data Breach,Unable to access data breach features properly,2025-05-24 00:00:00,2025-06-05 00:00:00,Raised,Pending review
6467,TKT-006467,Billing,Invoice Issue,Issue with invoice issue requiring immediate attention,2024-01-05 00:00:00,2025-03-27 00:00:00,Rejected,Additional information required
6468,TKT-006468,Performance,High CPU,Unable to access high cpu features properly,2024-10-21 00:00:00,2025-02-21 00:00:00,Raised,In progress
6469,TKT-006469,Technical Support,Network,System error related to network component,2024-03-04 00:00:00,2024-10-20 00:00:00,Resolved,Closed as per customer request
6470,TKT-006470,Technical Support,Configuration,Issue with configuration requiring immediate attention,2025-01-28 00:00:00,2025-04-08 00:00:00,Raised,Duplicate ticket
6471,TKT-006471,Account Issue,Login Problem,Request for login problem support and guidance,2024-10-16 00:00:00,2025-06-12 00:00:00,Processing,Additional information required
6472,TKT-006472,Performance,Timeout,Issue with timeout requiring immediate attention,2024-09-26 00:00:00,2025-05-24 00:00:00,Processing,Escalated to technical team
6473,TKT-006473,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2025-04-11 00:00:00,2025-07-28 00:00:00,Resolved,Additional information required
6474,TKT-006474,Billing,Payment Failed,Issue with payment failed requiring immediate attention,2024-02-18 00:00:00,2025-01-11 00:00:00,Processing,Awaiting customer response
6475,TKT-006475,Integration,Data Sync,System error related to data sync component,2024-12-02 00:00:00,2025-05-03 00:00:00,Rejected,Resolved successfully
6476,TKT-006476,Performance,Slow Response,Unable to access slow response features properly,2024-10-16 00:00:00,2025-01-16 00:00:00,Rejected,Pending review
6477,TKT-006477,Technical Support,Configuration,Customer reported problem with configuration functionality,2025-06-06 00:00:00,2025-06-27 00:00:00,Resolved,In progress
6478,TKT-006478,Security,Data Breach,Request for data breach support and guidance,2024-11-18 00:00:00,2025-03-12 00:00:00,Raised,In progress
6479,TKT-006479,Account Issue,Password Reset,Unable to access password reset features properly,2025-01-04 00:00:00,2025-01-22 00:00:00,Resolved,Additional information required
6480,TKT-006480,Technical Support,Hardware,Customer reported problem with hardware functionality,2024-12-03 00:00:00,2025-02-21 00:00:00,Resolved,Duplicate ticket
6481,TKT-006481,Billing,Invoice Issue,System error related to invoice issue component,2025-07-20 00:00:00,2025-08-21 00:00:00,Rejected,Additional information required
6482,TKT-006482,Technical Support,Network,Issue with network requiring immediate attention,2024-08-01 00:00:00,2025-06-15 00:00:00,Processing,Invalid request
6483,TKT-006483,Feature Request,New Feature,Unable to access new feature features properly,2024-01-26 00:00:00,2025-01-27 00:00:00,Processing,Pending review
6484,TKT-006484,Billing,Payment Failed,Issue with payment failed requiring immediate attention,2024-01-04 00:00:00,2025-05-22 00:00:00,Resolved,In progress
6485,TKT-006485,Feature Request,Integration,Issue with integration requiring immediate attention,2024-12-05 00:00:00,2025-07-12 00:00:00,Raised,Resolved successfully
6486,TKT-006486,General Inquiry,Training,System error related to training component,2024-05-28 00:00:00,2025-07-03 00:00:00,Rejected,Invalid request
6487,TKT-006487,Integration,Data Sync,System error related to data sync component,2024-08-19 00:00:00,2025-05-07 00:00:00,Rejected,Resolved successfully
6488,TKT-006488,Technical Support,Software,Request for software support and guidance,2024-07-01 00:00:00,2025-09-09 00:00:00,Raised,In progress
6489,TKT-006489,Payment Issue,Card Declined,Request for card declined support and guidance,2025-02-26 00:00:00,2025-04-17 00:00:00,Rejected,In progress
6490,TKT-006490,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2024-11-04 00:00:00,2025-01-06 00:00:00,Raised,Duplicate ticket
6491,TKT-006491,Bug Report,Performance Bug,Unable to access performance bug features properly,2024-03-29 00:00:00,2024-08-16 00:00:00,Resolved,Invalid request
6492,TKT-006492,Billing,Payment Failed,System error related to payment failed component,2025-02-02 00:00:00,2025-06-30 00:00:00,Resolved,Resolved successfully
6493,TKT-006493,Payment Issue,Duplicate Charge,Customer reported problem with duplicate charge functionality,2025-03-13 00:00:00,2025-06-10 00:00:00,Raised,Awaiting customer response
6494,TKT-006494,Feature Request,Integration,Unable to access integration features properly,2024-10-13 00:00:00,2025-04-21 00:00:00,Rejected,Invalid request
6495,TKT-006495,Billing,Refund Request,Issue with refund request requiring immediate attention,2025-07-10 00:00:00,2025-08-19 00:00:00,Processing,Pending review
6496,TKT-006496,Payment Issue,Transaction Failed,Issue with transaction failed requiring immediate attention,2025-06-30 00:00:00,2025-08-26 00:00:00,Rejected,Closed as per customer request
6497,TKT-006497,Bug Report,Functional Bug,Issue with functional bug requiring immediate attention,2024-05-11 00:00:00,2024-08-20 00:00:00,Processing,Pending review
6498,TKT-006498,General Inquiry,Service Query,Customer reported problem with service query functionality,2024-08-15 00:00:00,2025-08-04 00:00:00,Raised,Awaiting customer response
6499,TKT-006499,Integration,Webhook,Issue with webhook requiring immediate attention,2024-05-28 00:00:00,2024-11-10 00:00:00,Processing,Escalated to technical team
6500,TKT-006500,Security,Unauthorized Access,Request for unauthorized access support and guidance,2024-01-06 00:00:00,2024-01-30 00:00:00,Resolved,Resolved successfully
6501,TKT-006501,Performance,Memory Issue,System error related to memory issue component,2025-03-15 00:00:00,2025-07-24 00:00:00,Resolved,Duplicate ticket
6502,TKT-006502,Technical Support,Configuration,Customer reported problem with configuration functionality,2025-02-02 00:00:00,2025-02-12 00:00:00,Raised,Duplicate ticket
6503,TKT-006503,Account Issue,Access Rights,Unable to access access rights features properly,2025-09-12 00:00:00,2025-09-12 00:00:00,Rejected,Resolved successfully
6504,TKT-006504,Payment Issue,Card Declined,Request for card declined support and guidance,2024-07-29 00:00:00,2025-04-03 00:00:00,Raised,Invalid request
6505,TKT-006505,Technical Support,Software,Customer reported problem with software functionality,2024-07-13 00:00:00,2024-08-04 00:00:00,Rejected,In progress
6506,TKT-006506,Billing,Payment Failed,Request for payment failed support and guidance,2025-04-20 00:00:00,2025-08-25 00:00:00,Processing,Duplicate ticket
6507,TKT-006507,Account Issue,Login Problem,Unable to access login problem features properly,2025-02-09 00:00:00,2025-03-16 00:00:00,Processing,In progress
6508,TKT-006508,Integration,Webhook,Customer reported problem with webhook functionality,2025-02-17 00:00:00,2025-06-14 00:00:00,Raised,Invalid request
6509,TKT-006509,Billing,Pricing Query,Unable to access pricing query features properly,2025-08-10 00:00:00,2025-09-03 00:00:00,Processing,In progress
6510,TKT-006510,Payment Issue,Currency Issue,Unable to access currency issue features properly,2025-06-20 00:00:00,2025-06-28 00:00:00,Raised,Duplicate ticket
6511,TKT-006511,Integration,API Error,Request for api error support and guidance,2024-06-16 00:00:00,2024-12-22 00:00:00,Raised,Invalid request
6512,TKT-006512,Feature Request,API,Request for api support and guidance,2025-05-30 00:00:00,2025-06-01 00:00:00,Rejected,Invalid request
6513,TKT-006513,Billing,Pricing Query,Unable to access pricing query features properly,2024-05-17 00:00:00,2024-08-05 00:00:00,Resolved,Awaiting customer response
6514,TKT-006514,Integration,Webhook,Unable to access webhook features properly,2025-03-29 00:00:00,2025-03-31 00:00:00,Raised,Awaiting customer response
6515,TKT-006515,Technical Support,Hardware,Unable to access hardware features properly,2024-08-05 00:00:00,2024-12-18 00:00:00,Processing,Invalid request
6516,TKT-006516,Account Issue,Profile Update,Request for profile update support and guidance,2025-06-27 00:00:00,2025-08-24 00:00:00,Processing,Pending review
6517,TKT-006517,Performance,Timeout,Customer reported problem with timeout functionality,2024-09-18 00:00:00,2025-04-19 00:00:00,Resolved,Invalid request
6518,TKT-006518,Payment Issue,Currency Issue,Customer reported problem with currency issue functionality,2025-01-31 00:00:00,2025-02-15 00:00:00,Raised,Awaiting customer response
6519,TKT-006519,Bug Report,UI Bug,Unable to access ui bug features properly,2024-01-31 00:00:00,2025-04-07 00:00:00,Rejected,Closed as per customer request
6520,TKT-006520,Feature Request,New Feature,Request for new feature support and guidance,2025-09-12 00:00:00,2025-09-12 00:00:00,Resolved,Resolved successfully
6521,TKT-006521,Technical Support,Configuration,Unable to access configuration features properly,2024-01-09 00:00:00,2024-08-12 00:00:00,Rejected,Invalid request
6522,TKT-006522,General Inquiry,Documentation,Customer reported problem with documentation functionality,2025-03-25 00:00:00,2025-04-21 00:00:00,Raised,Closed as per customer request
6523,TKT-006523,Performance,Memory Issue,Issue with memory issue requiring immediate attention,2024-10-21 00:00:00,2024-12-01 00:00:00,Resolved,Additional information required
6524,TKT-006524,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2025-03-26 00:00:00,2025-05-16 00:00:00,Processing,Pending review
6525,TKT-006525,General Inquiry,Product Info,System error related to product info component,2024-12-12 00:00:00,2025-06-28 00:00:00,Raised,Pending review
6526,TKT-006526,Security,Suspicious Activity,Request for suspicious activity support and guidance,2024-09-09 00:00:00,2024-12-18 00:00:00,Processing,Duplicate ticket
6527,TKT-006527,Performance,Timeout,System error related to timeout component,2024-08-19 00:00:00,2025-08-23 00:00:00,Processing,Additional information required
6528,TKT-006528,Integration,Webhook,System error related to webhook component,2025-03-21 00:00:00,2025-04-24 00:00:00,Processing,Invalid request
6529,TKT-006529,Feature Request,New Feature,System error related to new feature component,2025-06-17 00:00:00,2025-07-22 00:00:00,Rejected,Pending review
6530,TKT-006530,Technical Support,Hardware,Request for hardware support and guidance,2025-03-28 00:00:00,2025-07-20 00:00:00,Resolved,Closed as per customer request
6531,TKT-006531,Payment Issue,Transaction Failed,Issue with transaction failed requiring immediate attention,2025-09-06 00:00:00,2025-09-10 00:00:00,Rejected,Invalid request
6532,TKT-006532,Account Issue,Access Rights,Request for access rights support and guidance,2024-05-08 00:00:00,2024-10-16 00:00:00,Resolved,Pending review
6533,TKT-006533,General Inquiry,Documentation,Request for documentation support and guidance,2025-07-29 00:00:00,2025-08-25 00:00:00,Rejected,Duplicate ticket
6534,TKT-006534,General Inquiry,Service Query,Unable to access service query features properly,2024-02-26 00:00:00,2025-06-14 00:00:00,Raised,Escalated to technical team
6535,TKT-006535,Payment Issue,Currency Issue,Unable to access currency issue features properly,2024-10-04 00:00:00,2024-10-26 00:00:00,Rejected,In progress
6536,TKT-006536,Billing,Refund Request,Request for refund request support and guidance,2024-04-16 00:00:00,2024-12-05 00:00:00,Raised,Duplicate ticket
6537,TKT-006537,Bug Report,Security Bug,Unable to access security bug features properly,2025-06-22 00:00:00,2025-07-19 00:00:00,Raised,Escalated to technical team
6538,TKT-006538,Bug Report,Security Bug,Customer reported problem with security bug functionality,2024-06-07 00:00:00,2024-12-07 00:00:00,Resolved,Closed as per customer request
6539,TKT-006539,Performance,Memory Issue,Customer reported problem with memory issue functionality,2025-07-30 00:00:00,2025-08-25 00:00:00,Rejected,Awaiting customer response
